YEAR,MONTH,Alabama - SFH,Alaska - SFH,Arizona - SFH,Arkansas - SFH,California - SFH,Colorado - SFH,Connecticut - SFH,Delaware - SFH,Florida - SFH,Georgia - SFH,Idaho - SFH,Illinois - SFH,Indiana - SFH,Iowa - SFH,Kansas - SFH,Kentucky - SFH,Louisiana - SFH,Maine - SFH,Maryland - SFH,Massachusetts - SFH,Michigan - SFH,Minnesota - SFH,Mississippi - SFH,Missouri - SFH,Montana - SFH,Nebraska - SFH,Nevada - SFH,New Hampshire - SFH,New Jersey - SFH,New Mexico - SFH,New York - SFH,North Carolina - SFH,North Dakota - SFH,Ohio - SFH,Oklahoma - SFH,Oregon - SFH,Pennsylvania - SFH,Rhode Island - SFH,South Carolina - SFH,South Dakota - SFH,Tennessee - SFH,Texas - SFH,United States - SFH,Utah - SFH,Vermont - SFH,Virginia - SFH,Washington - SFH,West Virginia - SFH,Wisconsin - SFH,Wyoming - SFH,Alabama - MFH,Alaska - MFH,Arizona - MFH,Arkansas - MFH,California - MFH,Colorado - MFH,Connecticut - MFH,Delaware - MFH,Florida - MFH,Georgia - MFH,Idaho - MFH,Illinois - MFH,Indiana - MFH,Iowa - MFH,Kansas - MFH,Kentucky - MFH,Louisiana - MFH,Maine - MFH,Maryland - MFH,Massachusetts - MFH,Michigan - MFH,Minnesota - MFH,Mississippi - MFH,Missouri - MFH,Montana - MFH,Nebraska - MFH,Nevada - MFH,New Hampshire - MFH,New Jersey - MFH,New Mexico - MFH,New York - MFH,North Carolina - MFH,North Dakota - MFH,Ohio - MFH,Oklahoma - MFH,Oregon - MFH,Pennsylvania - MFH,Rhode Island - MFH,South Carolina - MFH,South Dakota - MFH,Tennessee - MFH,Texas - MFH,United States - MFH,Utah - MFH,Vermont - MFH,Virginia - MFH,Washington - MFH,West Virginia - MFH,Wisconsin - MFH,Wyoming - MFH,Alabama - L_MFH,Alaska - L_MFH,Arizona - L_MFH,Arkansas - L_MFH,California - L_MFH,Colorado - L_MFH,Connecticut - L_MFH,Delaware - L_MFH,Florida - L_MFH,Georgia - L_MFH,Idaho - L_MFH,Illinois - L_MFH,Indiana - L_MFH,Iowa - L_MFH,Kansas - L_MFH,Kentucky - L_MFH,Louisiana - L_MFH,Maine - L_MFH,Maryland - L_MFH,Massachusetts - L_MFH,Michigan - L_MFH,Minnesota - L_MFH,Mississippi - L_MFH,Missouri - L_MFH,Montana - L_MFH,Nebraska - L_MFH,Nevada - L_MFH,New Hampshire - L_MFH,New Jersey - L_MFH,New Mexico - L_MFH,New York - L_MFH,North Carolina - L_MFH,North Dakota - L_MFH,Ohio - L_MFH,Oklahoma - L_MFH,Oregon - L_MFH,Pennsylvania - L_MFH,Rhode Island - L_MFH,South Carolina - L_MFH,South Dakota - L_MFH,Tennessee - L_MFH,Texas - L_MFH,United States - L_MFH,Utah - L_MFH,Vermont - L_MFH,Virginia - L_MFH,Washington - L_MFH,West Virginia - L_MFH,Wisconsin - L_MFH,Wyoming - L_MFH,Alabama - S_MFH,Alaska - S_MFH,Arizona - S_MFH,Arkansas - S_MFH,California - S_MFH,Colorado - S_MFH,Connecticut - S_MFH,Delaware - S_MFH,Florida - S_MFH,Georgia - S_MFH,Idaho - S_MFH,Illinois - S_MFH,Indiana - S_MFH,Iowa - S_MFH,Kansas - S_MFH,Kentucky - S_MFH,Louisiana - S_MFH,Maine - S_MFH,Maryland - S_MFH,Massachusetts - S_MFH,Michigan - S_MFH,Minnesota - S_MFH,Mississippi - S_MFH,Missouri - S_MFH,Montana - S_MFH,Nebraska - S_MFH,Nevada - S_MFH,New Hampshire - S_MFH,New Jersey - S_MFH,New Mexico - S_MFH,New York - S_MFH,North Carolina - S_MFH,North Dakota - S_MFH,Ohio - S_MFH,Oklahoma - S_MFH,Oregon - S_MFH,Pennsylvania - S_MFH,Rhode Island - S_MFH,South Carolina - S_MFH,South Dakota - S_MFH,Tennessee - S_MFH,Texas - S_MFH,United States - S_MFH,Utah - S_MFH,Vermont - S_MFH,Virginia - S_MFH,Washington - S_MFH,West Virginia - S_MFH,Wisconsin - S_MFH,Wyoming - S_MFH,Alabama - TOT,Alaska - TOT,Arizona - TOT,Arkansas - TOT,California - TOT,Colorado - TOT,Connecticut - TOT,Delaware - TOT,Florida - TOT,Georgia - TOT,Idaho - TOT,Illinois - TOT,Indiana - TOT,Iowa - TOT,Kansas - TOT,Kentucky - TOT,Louisiana - TOT,Maine - TOT,Maryland - TOT,Massachusetts - TOT,Michigan - TOT,Minnesota - TOT,Mississippi - TOT,Missouri - TOT,Montana - TOT,Nebraska - TOT,Nevada - TOT,New Hampshire - TOT,New Jersey - TOT,New Mexico - TOT,New York - TOT,North Carolina - TOT,North Dakota - TOT,Ohio - TOT,Oklahoma - TOT,Oregon - TOT,Pennsylvania - TOT,Rhode Island - TOT,South Carolina - TOT,South Dakota - TOT,Tennessee - TOT,Texas - TOT,United States - TOT,Utah - TOT,Vermont - TOT,Virginia - TOT,Washington - TOT,West Virginia - TOT,Wisconsin - TOT,Wyoming - TOT
1961,3,8177,127,15539,2817,144420,15994,13748,1759,42428,15448,976,41069,14102,5791,6486,6318,8842,669,18251,15793,28340,8629,3190,18913,1496,5291,6803,760,24807,4058,36610,10606,998,39934,8980,7507,20463,3732,2771,1314,8248,55082,745863,5994,395,29405,16332,1672,9640,1032,224,60,1465,249,56185,4501,3126,308,13479,3249,29,17214,654,567,1396,526,625,0,4504,3670,1798,5364,51,5311,207,591,834,9,4421,128,34052,1976,130,7720,372,1249,5234,28,87,0,1943,7416,204434,1132,0,3790,2517,110,2464,0,131,60,816,230,45040,3235,2765,268,11634,2842,0,12269,304,0,990,315,159,0,4478,3189,1347,4751,0,3773,0,210,530,0,2690,0,27038,1194,50,5829,212,573,2375,0,0,0,1557,6944,157734,650,0,3496,1591,0,993,0,93,0,649,19,11145,1266,361,40,1845,407,29,4945,350,567,406,211,466,0,26,481,451,613,51,1538,207,381,304,9,1731,128,7014,782,80,1891,160,676,2859,28,87,0,386,472,46700,482,0,294,926,110,1471,0,8402,187,17004,3066,200606,20495,16874,2067,55907,18697,1005,58283,14756,6359,7882,6844,9467,669,22755,19463,30137,13992,3240,24224,1703,5882,7637,769,29228,4186,70662,12582,1128,47654,9352,8757,25697,3759,2858,1314,10190,62499,950297,7126,395,33195,18848,1782,12104,1032
1961,4,9204,237,11013,2608,135855,13073,15230,2801,41039,13473,1460,49755,18040,7677,5862,6972,8394,1672,17532,19387,30373,12911,3678,13193,1617,6442,4105,1826,27863,3734,42409,8436,1540,44335,8597,9219,22429,3460,2410,1888,8112,50763,756409,4731,348,22960,16679,1376,13775,1288,339,0,1160,382,53642,5394,2505,193,4909,1375,96,14987,235,680,616,742,1180,56,7363,4174,1756,3633,263,1956,353,242,769,0,3794,159,46949,1058,274,6801,683,977,10674,196,105,219,4051,6377,200404,984,0,1830,1692,29,3368,17,180,0,443,0,41222,4552,1986,193,3406,959,40,9859,160,350,371,528,640,0,7281,3948,1412,2443,208,1385,0,102,442,0,1525,150,39621,733,189,5147,605,473,9853,161,60,35,3700,5621,155545,530,0,1542,1167,0,1500,0,159,0,717,382,12420,842,519,0,1503,416,56,5128,75,330,245,214,540,56,82,226,344,1190,55,571,353,140,327,0,2269,9,7328,325,85,1654,78,504,821,35,45,184,351,756,44859,454,0,288,525,29,1868,17,9543,237,12173,2990,189497,18467,17734,2994,45948,14848,1556,64743,18274,8358,6479,7714,9574,1728,24896,23562,32129,16543,3941,15149,1969,6683,4874,1826,31657,3893,89358,9494,1814,51136,9279,10196,33104,3656,2516,2107,12163,57140,956813,5715,348,24790,18371,1405,17142,1304
1961,5,9549,463,16014,2579,163068,11346,18685,2248,47409,16748,1483,46376,20055,7809,6389,6929,10342,2288,24334,24209,34732,15109,3544,13671,1963,5171,5573,1557,31907,3550,47542,11418,1800,57386,8676,8187,25168,3732,2238,1760,11282,52916,863825,6905,474,27814,17053,1731,16862,1304,83,359,2278,0,65884,4857,1218,0,12547,2091,239,21252,672,298,1872,668,1153,50,4818,4844,2140,3475,405,3742,126,405,581,238,8447,78,48213,1343,94,6005,130,1195,14036,205,7,32,996,7308,239265,1816,0,7484,1360,31,3496,15,0,150,1733,0,53805,3776,825,0,10079,1694,0,17432,550,0,1441,421,774,0,4795,4505,1661,2628,0,2457,0,171,102,160,6692,0,39007,950,0,3698,64,772,12855,195,0,0,688,6694,191611,1540,0,6214,958,0,1787,0,83,209,545,0,12079,1081,393,0,2468,397,239,3820,122,298,431,247,379,50,23,339,479,847,405,1285,126,234,479,78,1755,78,9206,393,94,2307,66,423,1181,10,7,32,308,614,47654,276,0,1270,402,31,1709,15,9632,822,18292,2579,228951,16202,19903,2248,59956,18838,1722,67628,20727,8107,8261,7597,11495,2338,29152,29053,36872,18584,3949,17412,2089,5576,6155,1796,40354,3628,95755,12761,1894,63391,8806,9382,39204,3938,2245,1792,12278,60223,1103091,8721,474,35297,18413,1762,20357,1319
1961,6,9471,775,11196,2780,142623,16075,19387,2983,48546,14749,1354,45917,21123,7293,7660,6532,11312,1911,19574,20435,47000,13231,3250,14919,1552,5640,5119,1905,31149,3197,52642,9418,1750,54126,9296,9578,26153,3805,1686,1543,9629,48108,842215,6745,298,27360,17035,1473,15237,1584,315,90,4476,32,76186,6212,1459,0,10993,1245,144,9201,328,563,1096,1272,647,0,6875,7447,2344,4334,69,5605,47,106,1497,0,7921,74,26199,2388,121,10380,484,1186,2797,102,65,77,1014,5773,225393,461,0,1971,1289,34,4245,109,196,0,3522,0,62276,4451,929,0,9765,946,18,5997,56,233,568,770,303,0,6837,6822,1839,3481,14,4721,0,0,1036,0,5335,27,18462,1994,0,7199,410,629,1441,0,49,0,505,5316,177535,230,0,1792,750,0,2870,0,119,90,954,32,13910,1761,530,0,1228,299,126,3204,272,330,528,502,344,0,38,625,505,853,55,884,47,106,461,0,2586,47,7737,394,121,3181,74,557,1356,102,16,77,509,457,47858,231,0,179,539,34,1375,109,9786,865,15671,2812,218808,22288,20847,2983,59538,15994,1498,55117,21452,7856,8757,7804,11959,1911,26449,27882,49344,17565,3319,20524,1599,5745,6616,1905,39071,3272,78841,11807,1871,64506,9781,10764,28949,3907,1752,1621,10643,53881,1067608,7205,298,29331,18324,1507,19481,1693
1961,7,8779,508,10538,3244,131727,15143,15891,3341,45350,12752,1089,39882,18071,5858,5359,7145,11311,1723,25128,18981,29547,11442,3372,14781,1505,5186,6472,1306,29486,2905,38320,7642,1654,54307,8389,9085,22742,2966,1535,1609,7519,49912,761533,4915,344,22830,18070,1433,13308,2037,179,152,1213,28,52755,4504,1078,0,8498,1445,226,14365,1943,444,843,221,1038,108,7224,2643,938,2558,540,7484,0,341,1593,15,10329,56,49783,1814,249,4748,2115,1905,9960,67,66,142,1599,11340,214127,469,0,1407,2140,84,2317,30,95,57,703,0,44477,3767,750,0,7194,1152,100,10782,1474,260,287,161,813,0,7212,2373,527,1866,0,6230,0,112,1177,0,8791,0,43631,1349,165,2807,1920,1696,9329,32,0,0,1401,10816,178380,38,0,1188,1460,0,1413,0,84,95,510,28,8278,737,328,0,1304,293,126,3583,469,184,556,60,225,108,12,270,411,692,540,1254,0,229,416,15,1538,56,6152,465,84,1941,195,209,631,35,66,142,198,524,35747,431,0,219,680,84,904,30,8958,661,11752,3272,184483,19646,16969,3341,53848,14197,1315,54248,20014,6302,6202,7366,12348,1831,32352,21624,30486,14000,3912,22265,1505,5527,8066,1321,39816,2961,88103,9456,1903,59055,10504,10991,32702,3033,1601,1751,9118,61252,975661,5385,344,24238,20210,1517,15625,2067
1961,8,9805,743,13864,2835,141687,18584,17014,3680,50764,14868,1328,41855,18985,7203,4781,7217,11700,1930,22958,19508,33141,10933,3728,15457,1289,4863,7440,1923,28624,3834,44785,11288,2045,49790,9195,8220,22798,3001,2285,1835,9575,61238,821902,6044,390,27783,18913,1383,13187,1459,561,110,2364,89,65037,5702,5754,0,10662,1819,82,17006,1218,329,925,260,1414,20,9651,3871,2436,2769,105,1972,270,274,2606,800,8231,723,114759,892,234,6481,349,1512,4188,15,15,56,776,6768,291298,891,0,1624,2037,32,2851,47,370,75,1603,0,54529,4329,5153,0,9026,1626,0,13773,985,130,270,235,656,0,9085,3581,1972,2147,30,1677,65,104,2315,800,6098,709,106376,504,145,3895,179,889,3388,0,0,0,546,5851,248043,155,0,1180,1487,0,1595,0,191,35,761,89,10508,1373,601,0,1636,193,82,3233,233,199,655,25,758,20,566,290,464,622,75,295,205,170,291,0,2133,14,8383,388,89,2586,170,623,800,15,15,56,230,917,43255,736,0,444,550,32,1256,47,10366,853,16228,2925,206724,24285,22768,3680,61426,16687,1410,58860,20203,7532,5706,7477,13113,1950,32610,23379,35577,13703,3833,17430,1559,5137,10046,2723,36855,4557,159544,12179,2279,56270,9544,9732,26985,3016,2300,1891,10351,68007,1113200,6935,390,29408,20950,1415,16037,1506
1961,9,8587,550,10327,3231,142462,11575,13886,2433,45548,13945,1260,34186,16645,6173,4750,6728,9200,1531,15789,15283,24029,12611,3006,12449,1208,4991,5770,1525,27816,3485,42642,7563,1798,46476,7351,7747,18941,3025,1832,1455,9053,48113,717475,5305,284,22066,15153,1421,11557,1374,345,167,2555,92,50756,3734,2651,0,13063,1360,181,23647,2126,257,1749,538,886,160,5128,2816,905,5464,41,533,174,565,1248,4015,4818,182,37262,606,362,7540,629,1108,11512,452,205,142,3076,6398,217540,2204,0,6318,1831,98,4418,12,117,0,2112,0,39087,3038,2327,0,11801,923,40,21186,1598,146,1375,435,484,110,5107,2568,601,4720,0,243,0,283,514,4000,3136,150,27666,250,260,5524,545,546,10524,340,0,105,2590,5880,175797,1591,0,5930,1326,98,3532,0,228,167,443,92,11669,696,324,0,1262,437,141,2461,528,111,374,103,402,50,21,248,304,744,41,290,174,282,734,15,1682,32,9596,356,102,2016,84,562,988,112,205,37,486,518,41743,613,0,388,505,0,886,12,8932,717,12882,3323,193218,15309,16536,2433,58611,15306,1442,57833,18770,6431,6498,7266,10086,1691,20916,18099,24934,18075,3048,12983,1382,5555,7018,5540,32633,3667,79904,8168,2160,54016,7980,8854,30452,3477,2037,1597,12129,54510,935014,7510,284,28384,16983,1518,15974,1386
1961,10,9547,338,10654,3243,156226,14512,15163,2802,50134,15964,1828,39970,20106,7808,7215,5790,12790,1554,22114,17514,27663,12990,3000,13644,1226,5541,4564,1374,29074,3015,46721,9378,2486,55738,8416,7282,22164,3741,2264,1689,9012,45166,796733,5146,545,24029,17160,1312,11067,832,127,174,1826,145,66917,5573,1109,0,4239,1992,33,9938,524,536,948,489,666,0,5910,5442,793,3940,132,1934,175,640,1781,22,13134,764,51730,3593,173,10927,331,591,12133,143,120,112,707,12562,237856,2127,30,5782,2980,50,1974,125,0,52,1250,37,53489,4326,555,0,2412,1666,0,6987,380,195,522,263,192,0,5595,5114,521,2993,0,1009,0,193,1121,0,9816,675,43070,3001,0,8068,192,328,8690,85,50,0,305,11770,187181,1848,0,5357,2409,0,1236,50,127,122,576,108,13428,1247,554,0,1827,326,33,2951,144,341,426,226,474,0,315,328,272,947,132,925,175,447,660,22,3318,89,8660,592,173,2859,139,263,3443,58,70,112,402,792,50675,279,30,425,571,50,738,75,9674,512,12481,3388,223143,20085,16272,2802,54373,17956,1861,49908,20629,8344,8163,6278,13456,1554,28024,22956,28456,16930,3133,15578,1401,6181,6345,1396,42207,3778,98451,12971,2659,66665,8748,7873,34297,3884,2383,1801,9719,57728,1034590,7274,575,29811,20140,1362,13041,957
1961,11,7801,273,11702,2431,127354,11642,14809,2573,41493,13711,974,31518,14837,5826,4726,4951,8241,1434,20232,16971,21393,11119,2375,8553,949,4548,4842,1654,29048,2913,41094,7724,1181,35164,7415,7303,16799,2580,2044,1635,6691,41571,653654,5240,485,18291,12851,940,8786,817,560,0,3861,40,67433,5739,1346,60,4162,905,222,13612,1986,1187,860,80,265,56,7705,2705,1238,4255,36,6962,4,1283,2894,34,5071,270,51999,853,307,6956,655,924,3357,456,136,230,2049,7382,222821,1439,0,4922,2419,27,1703,0,358,0,3060,0,56393,4672,670,0,2598,658,0,11631,1914,826,592,0,25,0,7577,1939,888,3346,0,6663,0,993,2519,0,3774,270,45606,474,102,4615,339,425,2563,0,80,80,1850,6669,184804,993,0,4648,2009,0,890,0,202,0,801,40,11040,1067,676,60,1564,247,222,1981,72,361,268,80,240,56,128,766,350,909,36,299,4,290,375,34,1297,0,6393,379,205,2341,316,499,794,456,56,150,199,713,38017,446,0,274,410,27,813,0,8361,273,15563,2471,194787,17381,16154,2633,45655,14616,1196,45131,16822,7012,5585,5031,8506,1490,27937,19677,22631,15374,2411,15515,953,5831,7736,1688,34119,3183,93093,8578,1488,42119,8070,8227,20157,3036,2180,1865,8740,48953,876475,6679,485,23212,15270,967,10489,817
1961,12,5218,55,8086,1679,110925,10396,10224,762,36902,9348,1009,19141,10254,3194,3112,3065,5789,741,13522,12698,15004,5705,1847,8111,972,2550,5814,1221,21589,2172,29661,6896,246,23044,5257,4023,11009,2823,0,403,4518,35025,495611,3270,198,13289,11901,612,6431,695,564,0,3624,15,60797,3818,421,3360,4471,2028,84,8223,189,419,388,37,1187,18,9501,7328,515,3700,277,1147,207,1478,1453,50,4449,183,85817,2407,78,18033,361,557,912,37,0,78,1850,4724,244065,1219,0,1267,2325,60,2609,0,348,0,3128,0,46861,2674,131,3360,3116,1858,0,5785,0,130,20,12,883,0,9493,6872,285,3514,257,621,73,1299,1093,50,2721,0,82155,2137,40,15857,306,135,337,0,0,0,1706,4209,208804,665,0,1052,1987,60,1963,0,216,0,496,15,13936,1144,290,0,1355,170,84,2438,189,289,368,25,304,18,8,456,230,186,20,526,134,179,360,0,1728,183,3662,270,38,2176,55,422,575,37,0,78,144,515,35261,554,0,215,338,0,646,0,5783,55,11709,1694,171721,14215,10646,4122,41374,11377,1093,27363,10443,3613,3500,3103,6985,759,23023,20026,15519,9405,2123,9258,1179,4028,7267,1271,26038,2354,115477,9303,324,41077,5618,4582,11921,2860,0,481,6367,39749,739676,4489,198,14555,14226,672,9040,695
1962,1,7218,30,10034,2489,139872,9491,7290,1269,48478,12227,618,14171,6060,1921,2410,3166,8690,474,16561,11156,12117,4589,2118,4935,467,2060,7957,783,15448,3822,27215,6874,146,16880,6119,6692,8701,1682,2320,584,5632,50337,534365,3671,64,16262,14343,488,4007,360,188,0,3560,63,77874,2099,1545,490,8215,1619,17,9102,239,173,571,332,2351,13,6986,4122,9267,2565,44,646,74,1036,1228,0,3264,206,40230,1442,65,3596,1594,1077,2111,162,99,0,467,9038,215473,735,0,7073,4991,0,2371,0,37,0,2434,0,58698,1523,1099,435,6634,1052,0,7101,159,15,423,190,1926,0,6935,3858,9133,1893,0,356,0,898,0,0,1744,130,32161,1113,65,2638,1308,547,1847,130,20,0,251,8189,170332,334,0,6637,4273,0,1764,0,151,0,1126,63,19176,576,446,55,1581,567,17,2001,80,158,148,142,425,13,51,264,134,672,44,290,74,138,1228,0,1520,76,8069,329,0,958,286,530,264,32,79,0,216,849,45141,401,0,436,718,0,607,0,7406,30,13593,2552,217746,11591,8834,1759,56693,13847,635,23273,6299,2094,2980,3498,11042,487,23547,15277,21385,7154,2162,5580,541,3096,9185,783,18712,4028,67444,8316,211,20476,7713,7769,10812,1844,2419,584,6099,59374,749839,4405,64,23335,19335,488,6378,360
1962,2,8663,22,10764,3218,113307,13153,5016,1639,40981,14360,708,16418,7841,2826,5540,5844,11386,158,14233,6499,15211,4984,3361,10323,911,2480,11338,722,11343,4023,22007,7947,161,22496,9287,6448,7492,636,2395,516,7489,51548,537223,4224,70,18141,17363,1117,5435,1295,605,0,2496,222,55311,5941,853,240,5455,2144,93,12987,295,552,366,261,1146,0,5451,7644,596,6577,91,1458,0,571,3744,0,7742,452,82312,749,77,4446,1229,817,2121,53,27,98,1027,7365,237948,1070,0,3404,4959,135,1785,42,302,0,1785,181,45879,4899,250,240,3830,1839,0,11021,246,160,0,220,332,0,5428,7395,513,6248,24,781,0,469,2354,0,6783,386,73368,638,0,2587,1139,175,1092,0,0,0,914,6559,199313,785,0,2542,3891,135,1177,0,303,0,711,41,9432,1042,603,0,1625,305,93,1966,49,392,366,41,814,0,23,249,83,329,67,677,0,102,1390,0,959,66,8944,111,77,1859,90,642,1029,53,27,98,113,806,38635,285,0,862,1068,0,608,42,9268,22,13260,3440,168618,19094,5869,1879,46436,16504,801,29404,8136,3378,5905,6105,12532,158,19684,14143,15807,11561,3452,11781,911,3050,15082,722,19085,4474,104319,8697,238,26942,10516,7264,9613,689,2422,614,8516,58913,775171,5294,70,21545,22322,1252,7221,1337
1962,3,10591,55,11921,4651,147062,19273,12740,4253,48128,18166,1782,34967,14578,4403,4985,7528,11379,664,20664,12450,28329,9266,3993,12964,1299,4379,5160,992,23659,4382,40186,10750,725,45242,10374,8529,23059,3332,2447,603,9581,59886,769256,6016,340,25390,20684,974,9823,804,232,0,4950,71,80675,3173,3727,90,8880,1402,309,14078,2322,1468,1521,302,6305,0,6113,7646,2326,4726,65,5892,68,448,3812,17,9197,82,58902,2383,0,8166,942,2300,8450,158,39,145,1189,13962,292255,1251,0,10814,4121,199,2820,295,137,0,3962,0,58037,1933,3032,0,7032,1058,76,11907,2204,1215,631,174,5513,0,6052,5963,2148,3612,0,2701,0,224,2283,0,6208,0,51258,1778,0,4313,742,1593,6675,40,0,80,905,12956,228327,645,0,10340,2840,57,1815,95,95,0,988,71,22638,1240,695,90,1848,344,233,2171,118,253,890,128,792,0,61,1683,178,1114,65,3191,68,224,1529,17,2989,82,7644,605,0,3853,200,707,1775,118,39,65,284,1006,63928,606,0,474,1281,142,1005,200,10822,55,16871,4722,227737,22446,16467,4343,57008,19569,2091,49045,16899,5870,6506,7831,17683,664,26778,20096,30655,13992,4058,18857,1367,4827,8972,1009,32856,4464,99088,13133,725,53408,11316,10829,31509,3491,2486,749,10770,73848,1061512,7267,340,36204,24805,1173,12643,1099
1962,4,11170,731,11173,3636,164213,19010,22442,2690,43719,16950,1741,45673,19849,7426,7509,7872,9561,1971,24361,20763,38946,12667,2932,17727,1575,8207,12479,2015,36769,3778,50230,11818,1811,55077,11598,8176,26489,4538,2450,1832,8553,55682,899530,7684,408,29683,21918,2849,13705,1134,940,99,9526,13,78983,3125,1503,35,10660,9808,375,14902,830,493,840,543,276,0,6771,2475,1758,4414,161,1957,162,1015,6894,20,6130,330,109199,596,209,10676,1793,3612,12153,194,70,108,825,13978,356931,1390,0,4962,6492,111,5057,100,828,70,8571,0,61362,2222,539,0,9323,9426,170,11163,590,228,543,267,0,0,4323,1390,1624,3432,110,1368,45,738,5422,0,3632,315,98647,478,45,7476,1688,2589,11074,0,20,75,494,13280,298213,467,0,4522,5628,106,3787,100,112,29,955,13,17621,903,964,35,1337,382,205,3739,240,265,297,276,276,0,2448,1085,134,982,51,589,117,277,1472,20,2498,15,10552,118,164,3200,105,1023,1079,194,50,33,331,698,58718,923,0,440,864,5,1270,0,12110,830,20699,3649,243195,22135,23945,2725,54379,26757,2116,60574,20678,7919,8349,8415,9836,1971,31132,23237,40704,17081,3092,19684,1737,9222,19372,2035,42900,4108,159429,12414,2020,65753,13391,11788,38642,4732,2520,1940,9378,69660,1256461,9075,408,34645,28409,2960,18762,1234
1962,5,11232,618,9345,4464,163102,20355,19439,2703,42679,18001,1835,44573,25952,6802,7631,8073,14875,1701,26159,22007,37494,13684,3166,16460,1347,6295,9718,1992,40419,3764,51109,10658,1936,62737,10718,8584,25037,4529,2245,1323,8764,56259,915142,7637,580,31605,22104,1595,14475,1280,712,430,3919,3088,103895,2449,6209,0,10249,6727,222,13952,1435,954,1612,1987,4674,51,10180,2494,9921,4989,126,2455,127,1371,3911,150,6330,429,52149,1742,282,23236,224,672,17424,149,99,99,1925,7068,333768,1784,0,10220,6073,54,2025,165,204,0,2164,3013,81877,1610,5431,0,8452,5758,90,9683,982,678,1150,1658,4268,0,3522,1864,9596,4154,76,1158,80,980,3312,0,4418,393,44627,1004,50,20266,98,379,16746,34,0,0,1587,5460,266968,1104,0,9857,4898,0,1101,125,508,430,1755,75,22018,839,778,0,1797,969,132,4269,453,276,462,329,406,51,6658,630,325,835,50,1297,47,391,599,150,1912,36,7522,738,232,2970,126,293,678,115,99,99,338,1608,66800,680,0,363,1175,54,924,40,11944,1047,13264,7552,266996,22804,25648,2703,52928,24727,2057,58525,27387,7756,9242,10060,19548,1752,36340,24501,47415,18674,3292,18915,1474,7666,13629,2142,46750,4193,103258,12400,2218,85973,10942,9256,42461,4678,2344,1422,10689,63327,1248909,9421,580,41825,28176,1649,16500,1446
1962,6,10084,1073,7922,3382,143656,17683,17941,2555,40327,14776,1137,45615,19357,6862,6057,7947,8986,1601,22043,19040,35853,12685,2858,17087,1547,6417,9722,1531,31449,3341,45867,9430,1709,51987,8829,9654,22014,3908,2689,1347,8770,48520,814351,7474,360,27308,20368,1443,13799,2369,245,503,4446,490,85216,3079,4104,0,11857,3568,352,31747,1177,236,910,744,3483,0,5113,4100,1791,7229,91,3560,149,1670,5409,51,12598,364,37233,744,293,10278,1246,1523,20360,150,51,224,1734,20100,304434,1421,0,3203,4976,14,1152,28,189,409,3850,387,64985,2457,2716,0,10698,2854,58,28950,1099,64,327,324,2722,0,5093,3421,1429,6395,0,3027,0,1500,2757,0,11079,108,31834,558,215,8033,1036,987,19744,135,0,190,1416,19057,253360,727,0,2829,3918,0,504,0,56,94,596,103,20231,622,1388,0,1159,714,294,2797,78,172,583,420,761,0,20,679,362,834,91,533,149,170,2652,51,1519,256,5399,186,78,2245,210,536,616,15,51,34,318,1043,51074,694,0,374,1058,14,648,28,10330,1576,12369,3871,228873,20762,22045,2555,52184,18343,1489,77362,20534,7098,6967,8691,12469,1601,27156,23140,37643,19914,2949,20646,1696,8086,15131,1582,44047,3704,83100,10174,2002,62265,10075,11177,42375,4058,2740,1571,10505,68620,1118785,8895,360,30510,25344,1457,14951,2397
1962,7,10989,853,8561,3472,160654,18035,15722,2164,38737,14872,1097,38705,19921,5822,5338,8059,11949,1567,23026,16809,32188,11439,3421,16131,1162,5056,8478,1690,32199,4397,44665,8291,1680,48376,9325,1273,21573,3742,2549,1130,8030,44858,797940,5068,326,28678,19946,1343,11030,893,232,371,14358,285,75392,2241,1924,100,11457,1383,183,20073,6398,281,2813,516,1118,37,9494,7342,12492,7868,138,1885,69,2308,3397,16,12946,326,27069,324,228,13330,537,9761,7879,75,82,15,1430,17551,296018,618,0,15429,3892,0,1354,107,75,0,13583,220,57099,1622,1242,100,9691,947,0,16219,6022,0,1461,343,703,0,9486,6904,12213,6497,35,1235,0,2145,1694,0,10405,125,20827,183,60,11068,255,1179,6785,0,0,0,1214,16728,243862,120,0,14734,3146,0,700,83,157,371,775,65,18293,619,682,0,1766,436,183,3854,376,281,1352,173,415,37,8,438,279,1371,103,650,69,163,1703,16,2541,201,6242,141,168,2262,282,8582,1094,75,82,15,216,823,52156,498,0,695,746,0,654,24,11221,1224,22920,3756,236047,20275,17647,2264,50195,16255,1280,58778,26319,6102,8151,8575,13067,1604,32520,24151,44679,19307,3559,18015,1231,7364,11875,1706,45146,4723,71734,8615,1909,61706,9862,11034,29451,3817,2631,1146,9460,62410,1093959,5686,326,44107,23838,1343,12385,1000
